book_id	primary	secondary	tertiary
000615620	Fiction	Fiction	English 3 Volume Novels
000615621	Fiction	Fiction	English 3 Volume Novels
000615624	Fiction	Fiction	English 3 Volume Novels
000615625	Fiction	Fiction	English 3 Volume Novels
000616053	Fiction	Fiction	English 1 Volume Novels
000616159	Fiction	Fiction	English 3 Volume Novels
000616176	Non-Fiction	Topography	Scotch
000616587	Fiction	Fiction	English 3 Volume Novels
000616661	Fiction	Fiction	English 3 Volume Novels
000616673	Fiction	Fiction	English 3 Volume Novels
000616689	Fiction	Fiction	English 3 Volume Novels
000616707	Non-Fiction	History	United States of America
000616771	Non-Fiction	Poetry	English, Separate Works, 19th Century
000616773	Non-Fiction	Poetry	English
000616774	Non-Fiction	Poetry	English, Female Poets
000617105	Non-Fiction	Topography	United States of America
000617106	Non-Fiction	Topography	United States of America
000617113	Non-Fiction	Topography	United States of America
000617119	Non-Fiction	History	America
000617131	Non-Fiction	Geography & Ethnology	
000617597	Non-Fiction	Poetry	English, Separate Works, 19th Century
000617837	Non-Fiction	Drama & Dramatic History	
000617850	Non-Fiction	Plays	
000617915	Non-Fiction	Topography	Irish
000617916	Non-Fiction	Topography	Irish
000617963	Non-Fiction	Topography	Australasian
000617994	Non-Fiction	Topography	English, Southern
000618110	Non-Fiction	History	England
000618111	Non-Fiction	History	Scotch & Irish
000618191	Fiction	Fiction	English 3 Volume Novels
000618270	Non-Fiction	Poetry	English, Separate Works, 19th Century
000618371	Fiction	Fiction	English 1 Volume Novels
000618394	Non-Fiction	History	United States of America
000618716	Non-Fiction	Topography	Indian, Chinese, Japanese
000618818	Fiction	Fiction	English 3 Volume Novels
000619073	Non-Fiction	Geography	
000619457	Non-Fiction	Poetry	English, Separate Works, 19th Century
000619492	Non-Fiction	Topography	English, Southern
000619535	Non-Fiction	Uncategorised	
000619729	Non-Fiction	Poetry	English, Separate Works, 19th Century
000619854	Non-Fiction	Uncategorised	
000619971	Non-Fiction	Topography	English, Southern
000619973	Non-Fiction	Uncategorised	
000620049	Non-Fiction	Topography	Great Britain & Ireland
000620239	Fiction	Fiction	English 2 Volume Novels
000620240	Fiction	Fiction	English 1 Volume Novels
000620265	Non-Fiction	Voyages & Travels	Various Languages
000620377	Non-Fiction	Topography	United States of America
000620378	Non-Fiction	Topography	United States of America
000620520	Non-Fiction	History	African
000620698	Non-Fiction	Drama	English, Separate Plays, 19th Century
000620725	Non-Fiction	Topography	English, Northern
000620831	Non-Fiction	Poetry	English, Separate Works, 19th Century
000620878	Non-Fiction	Plays	
000620960	Non-Fiction	Topography	English, Northern
000620975	Non-Fiction	Poetry	English, Separate Works, 19th Century
000621421	Fiction	Fiction	English 1 & 2 Volume Novels
000621557	Fiction	Fiction	English 1 & 2 Volume Novels
000621665	Non-Fiction	Poetry	English
000621676	Non-Fiction	Drama	English, Separate Plays, 19th Century
000621677	Non-Fiction	Drama	English, Separate Plays, 19th Century
000621678	Non-Fiction	Drama	English, Separate Plays, 19th Century
000621680	Fiction	Fiction	English 3 Volume Novels
000621719	Non-Fiction	Topography	English
000621796	Non-Fiction	Uncategorised	
000621839	Fiction	Fiction	English 3 Volume Novels
000621841	Fiction	Fiction	English 3 Volume Novels
000621914	Non-Fiction	Poetry	English
000621918	Non-Fiction	Poetry	English
000622720	Non-Fiction	Topography	Indian, Chinese, Japanese
000622845	Non-Fiction	Plays	
000622857	Non-Fiction	Geography	England
000624025	Non-Fiction	Topography	African
000624240	Non-Fiction	Topography	United States of America
000624594	Non-Fiction	Poetry	English, Separate Works, 19th Century
000624848	Non-Fiction	Poetry	English, Separate Works, 19th Century
000625332	Non-Fiction	Plays	
000625344	Non-Fiction	Geography	Scotland & Ireland
000625346	Non-Fiction	Poetry	English Selections
000625899	Non-Fiction	History	English, 1-15th Centuries
000625900	Non-Fiction	Topography	English, Northern
000625901	Non-Fiction	Topography	English, Southern
000625902	Non-Fiction	Topography	English, Northern
000625922	Non-Fiction	History	French
000626199	Fiction	Fiction	English 1 & 2 Volume Novels
000626573	Non-Fiction	Topography	Great Britain & Ireland
000626595	Non-Fiction	Topography	London
000626598	Non-Fiction	Collected Works	English Authors
000626679	Non-Fiction	Topography	European
000626992	Fiction	Fiction	English 3 Volume Novels
000627087	Fiction	Fiction	English 3 Volume Novels
000627579	Fiction	Fiction	English 3 Volume Novels
000627582	Fiction	Fiction	English 3 Volume Novels
000627583	Fiction	Fiction	English 3 Volume Novels
000628172	Fiction	Fiction	English 3 Volume Novels
000628288	Fiction	Fiction	English 1 & 2 Volume Novels
000628347	Non-Fiction	Topography	Italian
000628588	Non-Fiction	History	African
000630697	Fiction	Fiction	English 3 Volume Novels
000630705	Non-Fiction	Hydrography	
000630765	Fiction	Fiction	English 3 Volume Novels
000630766	Fiction	Fiction	English Separate Novels 19th Century
000630801	Fiction	Fiction	English 3 Volume Novels
000630862	Fiction	Fiction	English 3 Volume Novels
000630866	Fiction	Fiction	English 3 Volume Novels
000630867	Fiction	Fiction	English Separate Novels 19th Century
000630870	Fiction	Fiction	English 3 Volume Novels
000631139	Fiction	Fiction	English 3 Volume Novels
000632415	Non-Fiction	Topography	Travels
000632488	Non-Fiction	Plays	
000634071	Non-Fiction	Drama	English, Separate Plays, 19th Century
000634074	Fiction	Fiction	English 3 Volume Novels
000634089	Fiction	Fiction	English Separate Novels 19th Century
000634545	Non-Fiction	Topography	English, Northern
000634584	Fiction	Fiction	English 3 Volume Novels
000634632	Non-Fiction	Drama	English, Separate Plays, 19th Century
000634675	Non-Fiction	Plays	
000635054	Non-Fiction	Topography	African
000635269	Non-Fiction	Topography	Scotch
000635271	Non-Fiction	Topography	Great Britain & Ireland
000635874	Non-Fiction	Topography	English, Northern
000635909	Non-Fiction	Drama	English, Separate Plays, 19th Century
000635947	Non-Fiction	Topography	Travels
000635956	Non-Fiction	Geology	Coal
000635962	Non-Fiction	Topography	European
000635969	Non-Fiction	Topography	Travels
000636066	Non-Fiction	Topography	Swiss
000636075	Fiction	Fiction	English Separate Novels 19th Century
000636091	Non-Fiction	Poetry	English
000636442	Non-Fiction	Topography	Danish, Swedish, Norwegian
000636523	Fiction	Fiction	English 3 Volume Novels
000636683	Non-Fiction	Topography	English, Southern
000636883	Non-Fiction	Hydrography	
000636890	Non-Fiction	Geology	
000637013	Non-Fiction	Topography	Travels
000637154	Non-Fiction	Topography	Scotch
000637548	Non-Fiction	Poetry	English, Separate Works, 19th Century
000637658	Non-Fiction	Geography & Ethnology	
000637998	Non-Fiction	Plays	
000637999	Non-Fiction	Poetry	English
000638047	Non-Fiction	Topography	Great Britain & Ireland
000638065	Non-Fiction	Topography	United States of America
000638066	Non-Fiction	Topography	United States of America
000638067	Non-Fiction	Topography	United States of America
000638068	Non-Fiction	Topography	United States of America
000638169	Fiction	Fiction	English 3 Volume Novels
000638172	Fiction	Fiction	English Separate Novels 19th Century
000638214	Fiction	Fiction	English Separate Novels 19th Century
000638216	Non-Fiction	Poetry	English
000638231	Non-Fiction	Drama	English, Separate Plays, 19th Century
000638528	Fiction	Fiction	English 3 Volume Novels
000638529	Non-Fiction	Poetry	English Selections
000638532	Non-Fiction	Poetry	English, Separate Works, 19th Century
000638546	Non-Fiction	Geography & Topography	England
000638548	Non-Fiction	Poetry	English, Separate Works, 19th Century
000638550	Fiction	Fiction	English 3 Volume Novels
000638560	Fiction	Fiction	English 1 & 2 Volume Novels
000638782	Non-Fiction	Uncategorised	
000639633	Non-Fiction	Topography	English
000639695	Non-Fiction	Poetry	English, Separate Works, 19th Century
000640153	Non-Fiction	Topography	Indian, Chinese, Japanese
000640331	Non-Fiction	Poetry & Fiction	English
000640762	Non-Fiction	Uncategorised	
000640841	Fiction	Fiction	English 3 Volume Novels
000640851	Non-Fiction	Poetry	English
000640966	Non-Fiction	History	European 18th, 19th Centuries
000640979	Non-Fiction	Topography	Spanish & Portuguese
000640984	Non-Fiction	Poetry	English, Separate Works, 19th Century
000641644	Non-Fiction	Uncategorised	
000641659	Non-Fiction	Poetry	English
000642222	Non-Fiction	Poetry	English Selections
000642274	Fiction	Fiction	English 3 Volume Novels
000642277	Fiction	Fiction	English 3 Volume Novels
000642407	Non-Fiction	Hurray's Hand-Books	
000642501	Non-Fiction	History	General
000642514	Fiction	Fiction	English 3 Volume Novels
000642783	Non-Fiction	Topography	United States of America
000643053	Non-Fiction	Poetry	English Selections
000643336	Non-Fiction	History	Italian
000643546	Non-Fiction	Topography	Travels
000644483	Non-Fiction	Drama	English, Separate Plays, 19th Century
000644898	Non-Fiction	Topography	United States of America
000646319	Non-Fiction	Drama	English, Separate Plays, 19th Century
000648873	Non-Fiction	History	Spanish
000648874	Non-Fiction	History	Spanish
000649862	Non-Fiction	Poetry	English
000650578	Non-Fiction	History	General
000650658	Non-Fiction	Poetry	English
000650659	Non-Fiction	Poetry	English
000650662	Non-Fiction	Poetry	English
000650700	Non-Fiction	Topography	United States of America
000650719	Non-Fiction	Collected Works	English Authors
000650747	Non-Fiction	Poetry	English, Separate Works, 19th Century
000650806	Non-Fiction	Topography	African
000650943	Non-Fiction	Poetry	English, Separate Works, 19th Century
000650963	Non-Fiction	Topography	Great Britain & Ireland
000650966	Non-Fiction	Topography	Great Britain & Ireland
000650990	Fiction	Fiction	English 3 Volume Novels
000651086	Non-Fiction	Drama	English, Separate Plays, 19th Century
000651479	Non-Fiction	Topography	African
000651484	Non-Fiction	History	African
000651510	Non-Fiction	Topography	Indian, Chinese, Japanese
000651610	Non-Fiction	Poetry	English, Separate Works, 19th Century
000651928	Fiction	Fiction	English 3 Volume Novels
000651929	Fiction	Fiction	English 3 Volume Novels
000652291	Non-Fiction	Topography	French
000652292	Fiction	Fiction	English 3 Volume Novels
000652363	Fiction	Fiction	English 3 Volume Novels
000652455	Non-Fiction	Poetry	English, Separate Works, 19th Century
000652502	Non-Fiction	Topography	Austrian & Tyrolese
000652570	Non-Fiction	Geography & Topography	England
000652571	Non-Fiction	Uncategorised	
000652589	Non-Fiction	History	America
000652599	Non-Fiction	Topography	Natural Science
000652603	Non-Fiction	Poetry	English
000652611	Non-Fiction	Uncategorised	
000652637	Fiction	Fiction	English 3 Volume Novels
000652638	Fiction	Fiction	English 3 Volume Novels
000652812	Non-Fiction	Geography	Scotland & Ireland
000653616	Non-Fiction	Topography	Indian, Chinese, Japanese
000653617	Non-Fiction	Topography	Indian, Chinese, Japanese
000653618	Non-Fiction	Topography	Indian, Chinese, Japanese
000653634	Non-Fiction	Topography	Great Britain & Ireland
000653641	Non-Fiction	Topography	Great Britain & Ireland
000653667	Fiction	Fiction	English 3 Volume Novels
000653669	Fiction	Fiction	English 3 Volume Novels
000654168	Non-Fiction	Topography	European
000654231	Non-Fiction	Topography	United States of America
000654269	Non-Fiction	Poetry	English
000654417	Fiction	Fiction	English 1 & 2 Volume Novels
000654596	Non-Fiction	Topography	English, Southern
000654598	Non-Fiction	Topography	English
000654691	Non-Fiction	Topography	English, Northern
000654753	Non-Fiction	Plays	
000654755	Non-Fiction	Drama	English, Separate Plays, 19th Century
000654964	Non-Fiction	Biology	
000654971	Non-Fiction	History	General
000654981	Non-Fiction	Geography & Topography	England
000654982	Non-Fiction	Geography & Topography	England
000654983	Non-Fiction	Geography & Topography	England
000654984	Non-Fiction	History	Scotch & Irish
000654998	Non-Fiction	Uncategorised	
000655010	Non-Fiction	Poetry	English, Separate Works, 19th Century
000655021	Non-Fiction	Topography	Scotch
000655108	Fiction	Fiction	English 1 & 2 Volume Novels
000655162	Fiction	Fiction	English 3 Volume Novels
000655296	Non-Fiction	Topography	Great Britain & Ireland
000655300	Non-Fiction	Topography	United States of America
000655301	Non-Fiction	Topography	Travels
000655309	Non-Fiction	Topography	Scotch
000655321	Non-Fiction	Geography	
000655331	Non-Fiction	Geography	
000655371	Non-Fiction	Collected Works	English Authors
000655412	Non-Fiction	Geography	
000655436	Non-Fiction	Poetry	English Selections
000655500	Non-Fiction	Uncategorised	
000655841	Fiction	Fiction	English 3 Volume Novels
000655842	Fiction	Fiction	English 3 Volume Novels
000655851	Non-Fiction	Topography	European
000655858	Fiction	Fiction	English 3 Volume Novels
000655859	Fiction	Fiction	English 3 Volume Novels
000655862	Fiction	Fiction	English 3 Volume Novels
000656178	Non-Fiction	Topography	United States of America
000656524	Non-Fiction	Poetry	English
000656795	Non-Fiction	Topography	Great Britain & Ireland
000656798	Non-Fiction	History	United States of America
000656851	Non-Fiction	Topography	European
000656852	Non-Fiction	Topography	United States of America
000656854	Non-Fiction	Topography	Italian
000656856	Non-Fiction	Topography	North German
000656891	Non-Fiction	Topography	English, Northern
000657457	Non-Fiction	Topography	English, Southern
000657570	Fiction	Fiction	English 3 Volume Novels
000657775	Non-Fiction	Topography	European
000657949	Non-Fiction	Poetry	English, Separate Works, 19th Century
000658032	Non-Fiction	History	African
000658034	Non-Fiction	Topography	Travels
000658047	Non-Fiction	Poetry	English, Separate Works, 19th Century
000658319	Fiction	Fiction	English Separate Novels 19th Century
000658616	Non-Fiction	Poetry	English
000658681	Non-Fiction	Topography	African
000658694	Non-Fiction	Topography	Great Britain & Ireland
000658698	Non-Fiction	Uncategorised	
000658706	Non-Fiction	Uncategorised	
000658723	Non-Fiction	Topography	Polar Seas & Arctic Expeditions
000658747	Non-Fiction	History	United States of America
000658770	Non-Fiction	Topography	United States of America
000658789	Non-Fiction	Topography	European
000659431	Fiction	Fiction	English 3 Volume Novels
000659446	Non-Fiction	Topography	English, Northern
000659607	Non-Fiction	Topography	English, Southern
000659954	Fiction	Fiction	English 3 Volume Novels
000660010	Non-Fiction	History	General
000660014	Non-Fiction	Topography	United States of America
000660163	Non-Fiction	Voyages & Travels	
000660258	Non-Fiction	Plays	
000660536	Non-Fiction	History	Swedish & Norwegian
000660561	Non-Fiction	Hydrography	
000660575	Non-Fiction	Poetry	English, Separate Works, 19th Century
000660576	Fiction	Fiction	English 3 Volume Novels
000660578	Non-Fiction	Topography	United States of America
000660706	Non-Fiction	Geology	Coal
000660707	Non-Fiction	Geology	Gems & precious stones
000660708	Non-Fiction	Geology & Mineralogy	
000661130	Non-Fiction	Topography	African
000661137	Non-Fiction	Poetry	English, Separate Works, 19th Century
000661389	Fiction	Fiction	English 1 & 2 Volume Novels
000661598	Fiction	Fiction	English 3 Volume Novels
000661664	Non-Fiction	Plays	
000661682	Non-Fiction	Topography	Great Britain & Ireland
000661695	Non-Fiction	Topography	Great Britain & Ireland
000661925	Non-Fiction	History	United States of America
000662070	Fiction	Fiction	English 3 Volume Novels
000662260	Fiction	Fiction	English 3 Volume Novels
000663466	Non-Fiction	Uncategorised	
000663478	Fiction	Fiction	English Separate Novels 19th Century
000663581	Fiction	Fiction	English 3 Volume Novels
000664462	Non-Fiction	Collected Works	English Authors
000664949	Non-Fiction	Poetry	English
000664990	Non-Fiction	Poetry & Fiction	English
000665167	Non-Fiction	Poetry	English Selections
000665232	Non-Fiction	History	English
000665238	Non-Fiction	Drama	English, Separate Plays, 15th to 18th Century
000665248	Non-Fiction	Plays	
000665347	Non-Fiction	History	English
000665508	Non-Fiction	Uncategorised	
000665811	Non-Fiction	Poetry	English
000666003	Non-Fiction	Topography	United States of America
000666337	Fiction	Fiction	English 3 Volume Novels
000667006	Fiction	Fiction	English 1 & 2 Volume Novels
000667051	Non-Fiction	Uncategorised	
000667054	Non-Fiction	Geology	Gems & precious stones
000667063	Fiction	Fiction	English 3 Volume Novels
000667064	Non-Fiction	Topography	English, Southern
000667066	Fiction	Fiction	English 3 Volume Novels
000667067	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667140	Non-Fiction	Topography	West Indian, Canadian
000667211	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667532	Fiction	Fiction	English 3 Volume Novels
000667540	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667549	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667564	Non-Fiction	Poetry	English
000667580	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667581	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667582	Non-Fiction	Poetry	English Selections
000667583	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667584	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667585	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667586	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667587	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667593	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667594	Non-Fiction	Poetry	English, 18th, 19th Centuries
000667595	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667599	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667600	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667603	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667604	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667611	Non-Fiction	Plays	
000667613	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667615	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667630	Non-Fiction	Collected Works	English Authors
000667703	Non-Fiction	Poetry	English, Separate Works, 19th Century
000667805	Fiction	Fiction	English 3 Volume Novels
000667831	Non-Fiction	Topography	Great Britain & Ireland
000667833	Non-Fiction	Topography	United States of America
000668021	Non-Fiction	Geography & Topography	England
000668132	Non-Fiction	Topography	African
000668157	Non-Fiction	Poetry	English Selections
000668210	Non-Fiction	Topography	South American
000668316	Non-Fiction	Topography	Italian
000668319	Non-Fiction	Topography	Dutch
000668491	Non-Fiction	Topography	English, Southern
000668930	Fiction	Fiction	English 3 Volume Novels
000669127	Non-Fiction	Education	English
000669202	Non-Fiction	Collections of Travels	
000669687	Non-Fiction	Drama	English, Separate Plays, 19th Century
000669816	Non-Fiction	Topography	United States of America
000669832	Non-Fiction	Topography	United States of America
000670015	Non-Fiction	Geography & Topography	General
000670016	Non-Fiction	Topography	African
000670038	Non-Fiction	History	United States of America
000670205	Non-Fiction	Topography	Turkish, Break
000670505	Non-Fiction	Topography	Syrian, Persian, Central Asian
000670915	Non-Fiction	Uncategorised	
000670988	Non-Fiction	Topography	Travels
000670989	Non-Fiction	Topography	Travels
000671121	Non-Fiction	Collections of Travels	
000671122	Non-Fiction	Topography	Syrian, Persian, Central Asian
000671388	Fiction	Fiction	English 1 & 2 Volume Novels
000671453	Non-Fiction	Topography	Italian
000671599	Non-Fiction	Poetry	English, Separate Works, 19th Century
000671615	Non-Fiction	History	Germany
000671840	Non-Fiction	Geography	England
000672049	Fiction	Fiction	English 3 Volume Novels
000672065	Fiction	Fiction	English 3 Volume Novels
000672068	Fiction	Fiction	English 3 Volume Novels
000672069	Non-Fiction	Topography	Travels
000672072	Fiction	Fiction	English 3 Volume Novels
000672073	Fiction	Fiction	English 3 Volume Novels
000672077	Non-Fiction	Voyages & Travels	Italy
000672078	Non-Fiction	Topography	Travels
000672079	Fiction	Fiction	English 3 Volume Novels
000672080	Fiction	Fiction	English 3 Volume Novels
000672114	Non-Fiction	Poetry	English, 18th, 19th Centuries
000672156	Fiction	Fiction	English 1 Volume Novels
000672484	Non-Fiction	Poetry	English
000672608	Non-Fiction	Poetry	English, Collected Works
000672703	Non-Fiction	Poetry	English, Separate Works, 19th Century
000672842	Non-Fiction	Poetry	English
000672869	Non-Fiction	Poetry	English, Separate Works, 19th Century
000672873	Non-Fiction	Poetry	English, Collected Works
000672876	Non-Fiction	Poetry	English, Collected Works
000672895	Non-Fiction	Poetry	English
000674562	Fiction	Fiction	English 3 Volume Novels
000674758	Fiction	Fiction	English 3 Volume Novels
000675125	Non-Fiction	Poetry	English, Separate Works, 19th Century
000675132	Non-Fiction	Poetry	English, Separate Works, 19th Century
000675133	Non-Fiction	Poetry	English, Separate Works, 19th Century
000675134	Non-Fiction	Poetry	English, Separate Works, 19th Century
000675180	Fiction	Fiction	English 3 Volume Novels
000675306	Non-Fiction	Poetry	English
000675373	Non-Fiction	Topography	Swiss
000675374	Non-Fiction	Topography	Swiss
000676107	Non-Fiction	Geography & Topography	England
000676116	Non-Fiction	Poetry	English Selections
000676117	Non-Fiction	Plays	
000676232	Non-Fiction	Plays	
000676234	Non-Fiction	Topography	English, Southern
000676243	Non-Fiction	Topography	English, Southern
000676252	Non-Fiction	Topography	English, Northern
000676810	Non-Fiction	Aristotle	Philosophy, particularly logic
000677311	Non-Fiction	Topography	English, Southern
000677314	Non-Fiction	Topography	English, Northern
000677928	Fiction	Fiction	English 1 & 2 Volume Novels
000678296	Non-Fiction	Plays	
000678424	Fiction	Fiction	English 3 Volume Novels
000678425	Fiction	Fiction	English 1 & 2 Volume Novels
000678432	Fiction	Fiction	English Separate Novels 19th Century
000678433	Fiction	Fiction	English 3 Volume Novels
000678449	Non-Fiction	Plays	
000678450	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678451	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678452	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678455	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678457	Non-Fiction	Plays	
000678458	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678466	Non-Fiction	Plays	
000678467	Non-Fiction	Plays	
000678468	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678470	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678471	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678472	Non-Fiction	Drama	English, Separate Plays, 19th Century
000678510	Non-Fiction	Topography	English, Southern
000678864	Non-Fiction	Poetry	English, Separate Works, 19th Century
000678877	Non-Fiction	Uncategorised	
000678878	Non-Fiction	Topography	English
000679096	Non-Fiction	History	United States of America
000679101	Non-Fiction	History	European 18th, 19th Centuries
000679102	Non-Fiction	History	European 18th, 19th Centuries
000679103	Non-Fiction	History	European 18th, 19th Centuries
000679115	Non-Fiction	Uncategorised	
000679120	Non-Fiction	History	Greece & Turkey
000679122	Non-Fiction	History	Greece & Turkey
000679138	Non-Fiction	Topography	French
000679221	Non-Fiction	Geography	
000679351	Non-Fiction	Topography	African
000679358	Fiction	Fiction	English 3 Volume Novels
000679359	Fiction	Fiction	English 3 Volume Novels
000679360	Fiction	Fiction	English 3 Volume Novels
000679663	Non-Fiction	Poetry	English
000679720	Fiction	Fiction	English 3 Volume Novels
000679721	Fiction	Fiction	English 1 & 2 Volume Novels
000679732	Non-Fiction	Topography	United States of America
000679763	Fiction	Fiction	English 3 Volume Novels
000679846	Non-Fiction	Topography	English, Southern
000680421	Fiction	Fiction	English 3 Volume Novels
000680424	Fiction	Fiction	English 3 Volume Novels
000680426	Fiction	Fiction	English 3 Volume Novels
000680449	Non-Fiction	Poetry	English, Separate Works, 19th Century
000680455	Fiction	Fiction	English 1 & 2 Volume Novels
000680473	Fiction	Fiction	English Separate Novels 19th Century
000680474	Fiction	Fiction	English 2 Volume Novels
000680475	Fiction	Fiction	English 3 Volume Novels
000680478	Fiction	Fiction	English 3 Volume Novels
000680479	Non-Fiction	Topography	North German
000680480	Fiction	Fiction	English 3 Volume Novels
000680481	Fiction	Fiction	English 3 Volume Novels
000680482	Fiction	Fiction	English Separate Novels 19th Century
000680483	Fiction	Fiction	English 3 Volume Novels
000680484	Fiction	Fiction	English 3 Volume Novels
000680485	Fiction	Fiction	English 3 Volume Novels
000680487	Fiction	Fiction	English 3 Volume Novels
000680915	Non-Fiction	Voyages & Travels	Northern World, Australia
000681300	Fiction	Fiction	English 3 Volume Novels
000681421	Fiction	Fiction	English 3 Volume Novels
000681591	Non-Fiction	Topography	Indian, Chinese, Japanese
000681867	Non-Fiction	History	General
000682976	Non-Fiction	Topography	United States of America
000683222	Non-Fiction	Topography	United States of America
000683742	Non-Fiction	Topography	United States of America
000683760	Non-Fiction	Geography & Ethnology	
000683783	Non-Fiction	Topography	United States of America
000683816	Fiction	Fiction	English 3 Volume Novels
000683965	Non-Fiction	Topography	English, Northern
000683966	Non-Fiction	Topography	English, Northern
000684087	Non-Fiction	Poetry & Fiction	English
000684088	Non-Fiction	Topography	Travels
000684098	Non-Fiction	Topography	United States of America
000684706	Non-Fiction	Uncategorised	
000684785	Non-Fiction	Poetry	English Selections
000685059	Non-Fiction	Topography	United States of America
000685103	Fiction	Fiction	English 3 Volume Novels
000685131	Non-Fiction	History	United States of America
000685214	Non-Fiction	Topography	French
000685215	Non-Fiction	Topography	South American
000685216	Non-Fiction	Topography	European
000685247	Fiction	Fiction	English Separate Novels 19th Century
000685248	Fiction	Fiction	English 3 Volume Novels
000685424	Non-Fiction	Topography	English, Northern
000685457	Non-Fiction	Poetry	English, Separate Works, 19th Century
000686504	Fiction	Fiction	English 2 Volume Novels
000686566	Non-Fiction	Topography	English, Southern
000686597	Non-Fiction	Topography	English
000686642	Non-Fiction	Topography	African
000686679	Fiction	Fiction	English 3 Volume Novels
000687342	Non-Fiction	History	General
000687343	Non-Fiction	History	Assiatic
000687353	Non-Fiction	Topography	Indian, Chinese, Japanese
000687395	Non-Fiction	History	Ancient
000687420	Non-Fiction	Topography	Indian, Chinese, Japanese
000687429	Non-Fiction	Voyages & Travels	Eastern Europe
000687443	Non-Fiction	Topography	Indian, Chinese, Japanese
000687468	Non-Fiction	Topography	Indian, Chinese, Japanese
000687504	Non-Fiction	History	Ancient
000687510	Non-Fiction	History	Ancient
000687519	Non-Fiction	Voyages & Travels	
000687529	Non-Fiction	Topography	Indian, Chinese, Japanese
000687685	Non-Fiction	Topography	United States of America
000687760	Non-Fiction	Poetry	English
000687798	Non-Fiction	Topography	Indian, Chinese, Japanese
000687838	Fiction	Fiction	English Separate Novels 19th Century
000688198	Non-Fiction	Aristotle	Philosophy, particularly logic
000688539	Non-Fiction	Topography	English, Northern
000688743	Non-Fiction	Geography	
000688744	Non-Fiction	Geography	
000688762	Non-Fiction	Geography	
000688763	Non-Fiction	Geography	
000688771	Non-Fiction	Geography	
000688772	Non-Fiction	Geography	
000688774	Non-Fiction	Topography	Indian, Chinese, Japanese
000688781	Non-Fiction	Collections of Travels	
000688782	Non-Fiction	Geography	
000688783	Non-Fiction	Geography & Ethnology	
000689097	Fiction	Fiction	English 1 & 2 Volume Novels
000689214	Non-Fiction	History	United States of America
000689359	Non-Fiction	Topography	Indian, Chinese, Japanese
000689765	Non-Fiction	Plays	
000690364	Non-Fiction	Drama	English, Separate Plays, 19th Century
000690365	Non-Fiction	Collected Works	English Authors
000690590	Fiction	Fiction	English 3 Volume Novels
000690750	Non-Fiction	Topography	Great Britain & Ireland
000690751	Non-Fiction	Topography	Great Britain & Ireland
000690752	Non-Fiction	Topography	Great Britain & Ireland
000690781	Fiction	Fiction	English Separate Novels 19th Century
000690782	Fiction	Fiction	English 3 Volume Novels
000690784	Fiction	Fiction	English Separate Novels 19th Century
000690901	Non-Fiction	Poetry	English, Separate Works, 19th Century
000691466	Non-Fiction	Topography	Travels
000691918	Non-Fiction	Topography	European
000692135	Non-Fiction	Topography	Great Britain & Ireland
000692413	Fiction	Fiction	English 3 Volume Novels
000692774	Fiction	Fiction	English 1 & 2 Volume Novels
000692775	Fiction	Fiction	English 3 Volume Novels
000693369	Fiction	Fiction	English 3 Volume Novels
000693442	Non-Fiction	Topography	European
000693618	Non-Fiction	Topography	United States of America
000695028	Non-Fiction	Drama	English, Separate Plays, 19th Century
000695158	Non-Fiction	Poetry	English, Separate Works, 19th Century
000695302	Fiction	Fiction	English 3 Volume Novels
000695325	Non-Fiction	Topography	Australasian
000695405	Fiction	Fiction	English 3 Volume Novels
000695453	Fiction	Fiction	English 3 Volume Novels
000695456	Fiction	Fiction	English 3 Volume Novels
000695458	Fiction	Fiction	English 3 Volume Novels
000695459	Fiction	Fiction	English 3 Volume Novels
000695898	Non-Fiction	Poetry	English, Separate Works, 19th Century
000696324	Fiction	Fiction	English 3 Volume Novels
000696759	Non-Fiction	Poetry	English, Separate Works, 19th Century
000696899	Non-Fiction	Topography	Scotch
