volume_id	book_id	volume_num	total	path	filesize
000839898_01	000839898	1	1	0008/000839898_01_text.txt	467
000839959_01	000839959	1	1	0008/000839959_01_text.txt	24
000840005_01	000840005	1	1	0008/000840005_01_text.txt	75
000840006_01	000840006	1	1	0008/000840006_01_text.txt	75
000840390_01	000840390	1	1	0008/000840390_01_text.txt	480
000840447_01	000840447	1	1	0008/000840447_01_text.txt	517
000840481_01	000840481	1	1	0008/000840481_01_text.txt	314
000840482_01	000840482	1	1	0008/000840482_01_text.txt	433
000840515_01	000840515	1	3	0008/000840515_01_text.txt	231
000840515_02	000840515	2	3	0008/000840515_02_text.txt	207
000840515_03	000840515	3	3	0008/000840515_03_text.txt	247
000840516_01	000840516	1	3	0008/000840516_01_text.txt	274
000840516_02	000840516	2	3	0008/000840516_02_text.txt	268
000840516_03	000840516	3	3	0008/000840516_03_text.txt	284
000840570_01	000840570	1	2	0008/000840570_01_text.txt	1949
000840570_02	000840570	2	2	0008/000840570_02_text.txt	2093
000840602_01	000840602	1	1	0008/000840602_01_text.txt	203
000840603_01	000840603	1	1	0008/000840603_01_text.txt	224
000840606_01	000840606	1	1	0008/000840606_01_text.txt	422
000840615_01	000840615	1	1	0008/000840615_01_text.txt	390
000840680_01	000840680	1	1	0008/000840680_01_text.txt	452
000840747_01	000840747	1	1	0008/000840747_01_text.txt	1015
000840809_01	000840809	1	1	0008/000840809_01_text.txt	42
000840901_01	000840901	1	1	0008/000840901_01_text.txt	844
000841065_01	000841065	1	1	0008/000841065_01_text.txt	67
000841103_01	000841103	1	1	0008/000841103_01_text.txt	369
000841105_01	000841105	1	1	0008/000841105_01_text.txt	398
000841123_01	000841123	1	1	0008/000841123_01_text.txt	1029
000841308_01	000841308	1	5	0008/000841308_01_text.txt	986
000841308_02	000841308	2	5	0008/000841308_02_text.txt	1257
000841308_03	000841308	3	5	0008/000841308_03_text.txt	1186
000841308_04	000841308	4	5	0008/000841308_04_text.txt	1165
000841308_05	000841308	5	5	0008/000841308_05_text.txt	1051
000841643_01	000841643	1	2	0008/000841643_01_text.txt	665
000841643_02	000841643	2	2	0008/000841643_02_text.txt	700
000841722_01	000841722	1	2	0008/000841722_01_text.txt	350
000841722_02	000841722	2	2	0008/000841722_02_text.txt	322
000841726_01	000841726	1	1	0008/000841726_01_text.txt	379
000841732_01	000841732	1	2	0008/000841732_01_text.txt	320
000841732_02	000841732	2	2	0008/000841732_02_text.txt	308
000841734_01	000841734	1	2	0008/000841734_01_text.txt	261
000841734_02	000841734	2	2	0008/000841734_02_text.txt	253
000841829_01	000841829	1	1	0008/000841829_01_text.txt	377
000841917_01	000841917	1	1	0008/000841917_01_text.txt	108
000842121_01	000842121	1	1	0008/000842121_01_text.txt	652
000842124_01	000842124	1	1	0008/000842124_01_text.txt	624
000842191_01	000842191	1	1	0008/000842191_01_text.txt	2825
000842263_01	000842263	1	1	0008/000842263_01_text.txt	92
000842376_01	000842376	1	3	0008/000842376_01_text.txt	229
000842376_02	000842376	2	3	0008/000842376_02_text.txt	241
000842376_03	000842376	3	3	0008/000842376_03_text.txt	301
000842377_01	000842377	1	3	0008/000842377_01_text.txt	238
000842377_02	000842377	2	3	0008/000842377_02_text.txt	278
000842377_03	000842377	3	3	0008/000842377_03_text.txt	212
000842378_01	000842378	1	3	0008/000842378_01_text.txt	314
000842378_02	000842378	2	3	0008/000842378_02_text.txt	269
000842378_03	000842378	3	3	0008/000842378_03_text.txt	287
000842379_01	000842379	1	3	0008/000842379_01_text.txt	211
000842379_02	000842379	2	3	0008/000842379_02_text.txt	225
000842379_03	000842379	3	3	0008/000842379_03_text.txt	257
000842381_01	000842381	1	1	0008/000842381_01_text.txt	227
000842386_01	000842386	1	3	0008/000842386_01_text.txt	202
000842386_02	000842386	2	3	0008/000842386_02_text.txt	194
000842386_03	000842386	3	3	0008/000842386_03_text.txt	185
000842661_01	000842661	1	1	0008/000842661_01_text.txt	15
000842781_01	000842781	1	1	0008/000842781_01_text.txt	547
000842820_01	000842820	1	1	0008/000842820_01_text.txt	497
000842822_01	000842822	1	1	0008/000842822_01_text.txt	528
000842824_01	000842824	1	1	0008/000842824_01_text.txt	908
000842827_01	000842827	1	1	0008/000842827_01_text.txt	920
000842864_01	000842864	1	1	0008/000842864_01_text.txt	1698
000842902_01	000842902	1	1	0008/000842902_01_text.txt	108
000843090_01	000843090	1	2	0008/000843090_01_text.txt	297
000843090_02	000843090	2	2	0008/000843090_02_text.txt	291
000843189_01	000843189	1	1	0008/000843189_01_text.txt	243
000843213_01	000843213	1	2	0008/000843213_01_text.txt	153
000843213_02	000843213	2	2	0008/000843213_02_text.txt	213
000843214_01	000843214	1	1	0008/000843214_01_text.txt	205
000843217_01	000843217	1	1	0008/000843217_01_text.txt	301
000843228_01	000843228	1	1	0008/000843228_01_text.txt	262
000843231_01	000843231	1	1	0008/000843231_01_text.txt	244
000843241_01	000843241	1	1	0008/000843241_01_text.txt	200
000843349_01	000843349	1	1	0008/000843349_01_text.txt	219
000843372_01	000843372	1	1	0008/000843372_01_text.txt	161
000843562_01	000843562	1	1	0008/000843562_01_text.txt	103
000843596_01	000843596	1	1	0008/000843596_01_text.txt	467
000843621_01	000843621	1	1	0008/000843621_01_text.txt	658
000843623_01	000843623	1	1	0008/000843623_01_text.txt	96
000843882_01	000843882	1	1	0008/000843882_01_text.txt	329
000843884_01	000843884	1	1	0008/000843884_01_text.txt	441
000843885_01	000843885	1	1	0008/000843885_01_text.txt	612
000843887_01	000843887	1	1	0008/000843887_01_text.txt	810
000843888_01	000843888	1	1	0008/000843888_01_text.txt	418
000844397_01	000844397	1	2	0008/000844397_01_text.txt	277
000844397_02	000844397	2	2	0008/000844397_02_text.txt	303
000844404_01	000844404	1	1	0008/000844404_01_text.txt	129
000844515_01	000844515	1	1	0008/000844515_01_text.txt	166
000844531_01	000844531	1	1	0008/000844531_01_text.txt	81
000844637_01	000844637	1	1	0008/000844637_01_text.txt	506
000847635_01	000847635	1	1	0008/000847635_01_text.txt	11
000848083_01	000848083	1	1	0008/000848083_01_text.txt	126
000848105_01	000848105	1	1	0008/000848105_01_text.txt	28
000848128_01	000848128	1	1	0008/000848128_01_text.txt	37
000848152_01	000848152	1	1	0008/000848152_01_text.txt	50
000848282_01	000848282	1	1	0008/000848282_01_text.txt	3326
000848300_01	000848300	1	1	0008/000848300_01_text.txt	144
000848521_01	000848521	1	1	0008/000848521_01_text.txt	125
000848812_01	000848812	1	1	0008/000848812_01_text.txt	67
000848917_01	000848917	1	1	0008/000848917_01_text.txt	704
000848933_01	000848933	1	1	0008/000848933_01_text.txt	523
000848965_01	000848965	1	1	0008/000848965_01_text.txt	102
000849059_01	000849059	1	1	0008/000849059_01_text.txt	6
000849072_01	000849072	1	1	0008/000849072_01_text.txt	35
000849107_01	000849107	1	1	0008/000849107_01_text.txt	48
000849134_01	000849134	1	1	0008/000849134_01_text.txt	134
000849214_01	000849214	1	1	0008/000849214_01_text.txt	523
000849218_01	000849218	1	1	0008/000849218_01_text.txt	27
000849331_01	000849331	1	1	0008/000849331_01_text.txt	15
000849343_01	000849343	1	1	0008/000849343_01_text.txt	323
000849481_01	000849481	1	1	0008/000849481_01_text.txt	309
000850150_01	000850150	1	1	0008/000850150_01_text.txt	66
000850211_01	000850211	1	1	0008/000850211_01_text.txt	2094
000850415_01	000850415	1	1	0008/000850415_01_text.txt	694
000850713_01	000850713	1	1	0008/000850713_01_text.txt	760
000850769_01	000850769	1	2	0008/000850769_01_text.txt	260
000850769_02	000850769	2	2	0008/000850769_02_text.txt	273
000850774_01	000850774	1	1	0008/000850774_01_text.txt	354
000850775_01	000850775	1	1	0008/000850775_01_text.txt	517
000850914_01	000850914	1	1	0008/000850914_01_text.txt	133
000851697_01	000851697	1	1	0008/000851697_01_text.txt	724
000852260_01	000852260	1	1	0008/000852260_01_text.txt	820
000852316_01	000852316	1	3	0008/000852316_01_text.txt	261
000852316_02	000852316	2	3	0008/000852316_02_text.txt	254
000852316_03	000852316	3	3	0008/000852316_03_text.txt	268
000852444_01	000852444	1	1	0008/000852444_01_text.txt	612
000852640_01	000852640	1	1	0008/000852640_01_text.txt	1648
000852642_01	000852642	1	1	0008/000852642_01_text.txt	1631
000852644_01	000852644	1	1	0008/000852644_01_text.txt	776
000852862_01	000852862	1	1	0008/000852862_01_text.txt	77
000853065_01	000853065	1	3	0008/000853065_01_text.txt	233
000853065_02	000853065	2	3	0008/000853065_02_text.txt	250
000853065_03	000853065	3	3	0008/000853065_03_text.txt	247
000853196_01	000853196	1	1	0008/000853196_01_text.txt	715
000853197_01	000853197	1	1	0008/000853197_01_text.txt	402
000853198_01	000853198	1	1	0008/000853198_01_text.txt	410
000853232_01	000853232	1	1	0008/000853232_01_text.txt	279
000853238_01	000853238	1	1	0008/000853238_01_text.txt	487
000853265_01	000853265	1	1	0008/000853265_01_text.txt	599
000853269_01	000853269	1	1	0008/000853269_01_text.txt	360
000853283_01	000853283	1	3	0008/000853283_01_text.txt	260
000853283_02	000853283	2	3	0008/000853283_02_text.txt	245
000853283_03	000853283	3	3	0008/000853283_03_text.txt	246
000853292_01	000853292	1	1	0008/000853292_01_text.txt	300
000853295_01	000853295	1	3	0008/000853295_01_text.txt	251
000853295_02	000853295	2	3	0008/000853295_02_text.txt	259
000853295_03	000853295	3	3	0008/000853295_03_text.txt	271
000853542_01	000853542	1	1	0008/000853542_01_text.txt	471
000853606_01	000853606	1	1	0008/000853606_01_text.txt	340
000853652_01	000853652	1	1	0008/000853652_01_text.txt	194
000853653_01	000853653	1	1	0008/000853653_01_text.txt	236
000853663_01	000853663	1	1	0008/000853663_01_text.txt	76
000853806_01	000853806	1	1	0008/000853806_01_text.txt	131
000853810_01	000853810	1	1	0008/000853810_01_text.txt	103
000853811_01	000853811	1	1	0008/000853811_01_text.txt	104
000853812_01	000853812	1	1	0008/000853812_01_text.txt	94
000853837_01	000853837	1	1	0008/000853837_01_text.txt	53
000853838_01	000853838	1	1	0008/000853838_01_text.txt	51
000853839_01	000853839	1	1	0008/000853839_01_text.txt	52
000853993_01	000853993	1	1	0008/000853993_01_text.txt	78
000854137_01	000854137	1	1	0008/000854137_01_text.txt	84
000854318_01	000854318	1	2	0008/000854318_01_text.txt	198
000854318_02	000854318	2	2	0008/000854318_02_text.txt	280
000854419_01	000854419	1	1	0008/000854419_01_text.txt	1361
000854420_01	000854420	1	1	0008/000854420_01_text.txt	1361
000854445_01	000854445	1	1	0008/000854445_01_text.txt	21
000854556_01	000854556	1	1	0008/000854556_01_text.txt	50
000854664_01	000854664	1	1	0008/000854664_01_text.txt	1055
000854714_01	000854714	1	1	0008/000854714_01_text.txt	49
000854720_01	000854720	1	1	0008/000854720_01_text.txt	308
000854726_01	000854726	1	1	0008/000854726_01_text.txt	35
000854731_01	000854731	1	1	0008/000854731_01_text.txt	14
000854737_01	000854737	1	1	0008/000854737_01_text.txt	11
000854894_01	000854894	1	1	0008/000854894_01_text.txt	286
000854910_01	000854910	1	1	0008/000854910_01_text.txt	117
000854989_01	000854989	1	1	0008/000854989_01_text.txt	196
000854990_01	000854990	1	1	0008/000854990_01_text.txt	195
000855132_01	000855132	1	2	0008/000855132_01_text.txt	283
000855132_02	000855132	2	2	0008/000855132_02_text.txt	304
000855233_01	000855233	1	1	0008/000855233_01_text.txt	173
000855354_01	000855354	1	1	0008/000855354_01_text.txt	533
000855362_01	000855362	1	1	0008/000855362_01_text.txt	455
000855477_01	000855477	1	1	0008/000855477_01_text.txt	291
000855551_01	000855551	1	1	0008/000855551_01_text.txt	405
000855619_01	000855619	1	1	0008/000855619_01_text.txt	155
000855620_01	000855620	1	1	0008/000855620_01_text.txt	219
000855621_01	000855621	1	1	0008/000855621_01_text.txt	221
000855714_01	000855714	1	2	0008/000855714_01_text.txt	966
000855714_02	000855714	2	2	0008/000855714_02_text.txt	1088
000855715_01	000855715	1	1	0008/000855715_01_text.txt	140
000855721_01	000855721	1	1	0008/000855721_01_text.txt	202
000855779_01	000855779	1	1	0008/000855779_01_text.txt	403
000855780_01	000855780	1	1	0008/000855780_01_text.txt	743
000855781_01	000855781	1	1	0008/000855781_01_text.txt	722
000855782_01	000855782	1	2	0008/000855782_01_text.txt	553
000855782_02	000855782	2	2	0008/000855782_02_text.txt	702
000855783_01	000855783	1	1	0008/000855783_01_text.txt	65
000855792_01	000855792	1	1	0008/000855792_01_text.txt	705
000855797_01	000855797	1	1	0008/000855797_01_text.txt	43
000855982_01	000855982	1	1	0008/000855982_01_text.txt	1484
000856283_01	000856283	1	1	0008/000856283_01_text.txt	503
000856321_01	000856321	1	3	0008/000856321_01_text.txt	271
000856321_02	000856321	2	3	0008/000856321_02_text.txt	230
000856321_03	000856321	3	3	0008/000856321_03_text.txt	228
000856323_01	000856323	1	1	0008/000856323_01_text.txt	368
000856324_01	000856324	1	1	0008/000856324_01_text.txt	578
000856599_01	000856599	1	1	0008/000856599_01_text.txt	366
000856643_01	000856643	1	1	0008/000856643_01_text.txt	38
000857053_01	000857053	1	2	0008/000857053_01_text.txt	285
000857053_02	000857053	2	2	0008/000857053_02_text.txt	265
000857621_01	000857621	1	1	0008/000857621_01_text.txt	456
000857622_01	000857622	1	1	0008/000857622_01_text.txt	15
000857624_01	000857624	1	1	0008/000857624_01_text.txt	252
000857883_01	000857883	1	1	0008/000857883_01_text.txt	493
000857942_01	000857942	1	1	0008/000857942_01_text.txt	191
000857971_01	000857971	1	1	0008/000857971_01_text.txt	1450
000857973_01	000857973	1	1	0008/000857973_01_text.txt	1783
000858016_01	000858016	1	1	0008/000858016_01_text.txt	331
000858019_01	000858019	1	1	0008/000858019_01_text.txt	373
000858020_01	000858020	1	1	0008/000858020_01_text.txt	1928
000858022_01	000858022	1	1	0008/000858022_01_text.txt	2504
000858023_01	000858023	1	1	0008/000858023_01_text.txt	3015
000858027_01	000858027	1	1	0008/000858027_01_text.txt	1042
000858037_01	000858037	1	1	0008/000858037_01_text.txt	134
000858044_01	000858044	1	1	0008/000858044_01_text.txt	35
000858076_01	000858076	1	1	0008/000858076_01_text.txt	689
000858111_01	000858111	1	1	0008/000858111_01_text.txt	899
000858318_01	000858318	1	1	0008/000858318_01_text.txt	262
000858587_01	000858587	1	1	0008/000858587_01_text.txt	76
000858625_01	000858625	1	1	0008/000858625_01_text.txt	553
000858918_01	000858918	1	1	0008/000858918_01_text.txt	599
000859060_01	000859060	1	1	0008/000859060_01_text.txt	5214
000859220_01	000859220	1	1	0008/000859220_01_text.txt	718
000859470_01	000859470	1	1	0008/000859470_01_text.txt	266
000859575_01	000859575	1	1	0008/000859575_01_text.txt	289
000860068_01	000860068	1	1	0008/000860068_01_text.txt	42
000860074_01	000860074	1	1	0008/000860074_01_text.txt	16
000860076_01	000860076	1	1	0008/000860076_01_text.txt	32
000860227_01	000860227	1	1	0008/000860227_01_text.txt	411
000860273_01	000860273	1	2	0008/000860273_01_text.txt	276
000860273_02	000860273	2	2	0008/000860273_02_text.txt	320
000860274_01	000860274	1	3	0008/000860274_01_text.txt	332
000860274_02	000860274	2	3	0008/000860274_02_text.txt	341
000860274_03	000860274	3	3	0008/000860274_03_text.txt	336
000860275_01	000860275	1	3	0008/000860275_01_text.txt	300
000860275_02	000860275	2	3	0008/000860275_02_text.txt	290
000860275_03	000860275	3	3	0008/000860275_03_text.txt	286
000860276_01	000860276	1	3	0008/000860276_01_text.txt	274
000860276_02	000860276	2	3	0008/000860276_02_text.txt	270
000860276_03	000860276	3	3	0008/000860276_03_text.txt	264
000860277_01	000860277	1	3	0008/000860277_01_text.txt	264
000860277_02	000860277	2	3	0008/000860277_02_text.txt	268
000860277_03	000860277	3	3	0008/000860277_03_text.txt	302
000860279_01	000860279	1	3	0008/000860279_01_text.txt	287
000860279_02	000860279	2	3	0008/000860279_02_text.txt	288
000860279_03	000860279	3	3	0008/000860279_03_text.txt	301
000860280_01	000860280	1	3	0008/000860280_01_text.txt	300
000860280_02	000860280	2	3	0008/000860280_02_text.txt	315
000860280_03	000860280	3	3	0008/000860280_03_text.txt	325
000860281_01	000860281	1	3	0008/000860281_01_text.txt	283
000860281_02	000860281	2	3	0008/000860281_02_text.txt	275
000860281_03	000860281	3	3	0008/000860281_03_text.txt	302
000860282_01	000860282	1	3	0008/000860282_01_text.txt	289
000860282_02	000860282	2	3	0008/000860282_02_text.txt	270
000860282_03	000860282	3	3	0008/000860282_03_text.txt	270
000860284_01	000860284	1	2	0008/000860284_01_text.txt	327
000860284_02	000860284	2	2	0008/000860284_02_text.txt	361
000860285_01	000860285	1	3	0008/000860285_01_text.txt	326
000860285_02	000860285	2	3	0008/000860285_02_text.txt	291
000860285_03	000860285	3	3	0008/000860285_03_text.txt	307
000860287_01	000860287	1	2	0008/000860287_01_text.txt	297
000860287_02	000860287	2	2	0008/000860287_02_text.txt	297
000860289_01	000860289	1	3	0008/000860289_01_text.txt	270
000860289_02	000860289	2	3	0008/000860289_02_text.txt	293
000860289_03	000860289	3	3	0008/000860289_03_text.txt	306
000860290_01	000860290	1	3	0008/000860290_01_text.txt	293
000860290_02	000860290	2	3	0008/000860290_02_text.txt	297
000860290_03	000860290	3	3	0008/000860290_03_text.txt	284
000860291_01	000860291	1	3	0008/000860291_01_text.txt	259
000860291_02	000860291	2	3	0008/000860291_02_text.txt	257
000860291_03	000860291	3	3	0008/000860291_03_text.txt	340
000860292_01	000860292	1	3	0008/000860292_01_text.txt	277
000860292_02	000860292	2	3	0008/000860292_02_text.txt	270
000860292_03	000860292	3	3	0008/000860292_03_text.txt	290
000860293_01	000860293	1	3	0008/000860293_01_text.txt	258
000860293_02	000860293	2	3	0008/000860293_02_text.txt	271
000860293_03	000860293	3	3	0008/000860293_03_text.txt	297
000860294_01	000860294	1	3	0008/000860294_01_text.txt	288
000860294_02	000860294	2	3	0008/000860294_02_text.txt	268
000860294_03	000860294	3	3	0008/000860294_03_text.txt	285
000860295_01	000860295	1	3	0008/000860295_01_text.txt	290
000860295_02	000860295	2	3	0008/000860295_02_text.txt	280
000860295_03	000860295	3	3	0008/000860295_03_text.txt	298
000860297_01	000860297	1	3	0008/000860297_01_text.txt	276
000860297_02	000860297	2	3	0008/000860297_02_text.txt	282
000860297_03	000860297	3	3	0008/000860297_03_text.txt	309
000860298_01	000860298	1	3	0008/000860298_01_text.txt	248
000860298_02	000860298	2	3	0008/000860298_02_text.txt	229
000860298_03	000860298	3	3	0008/000860298_03_text.txt	275
000860299_01	000860299	1	2	0008/000860299_01_text.txt	329
000860299_02	000860299	2	2	0008/000860299_02_text.txt	286
000860300_01	000860300	1	3	0008/000860300_01_text.txt	265
000860300_02	000860300	2	3	0008/000860300_02_text.txt	275
000860300_03	000860300	3	3	0008/000860300_03_text.txt	591
000860302_01	000860302	1	3	0008/000860302_01_text.txt	248
000860302_02	000860302	2	3	0008/000860302_02_text.txt	269
000860302_03	000860302	3	3	0008/000860302_03_text.txt	230
000860471_01	000860471	1	5	0008/000860471_01_text.txt	357
000860471_02	000860471	2	5	0008/000860471_02_text.txt	422
000860471_03	000860471	3	5	0008/000860471_03_text.txt	501
000860471_04	000860471	4	5	0008/000860471_04_text.txt	632
000860471_05	000860471	5	5	0008/000860471_05_text.txt	669
000860530_01	000860530	1	1	0008/000860530_01_text.txt	97
000860683_01	000860683	1	1	0008/000860683_01_text.txt	26
000860727_01	000860727	1	1	0008/000860727_01_text.txt	826
000860730_01	000860730	1	1	0008/000860730_01_text.txt	323
000861096_01	000861096	1	1	0008/000861096_01_text.txt	212
000864154_01	000864154	1	1	0008/000864154_01_text.txt	231
000864155_01	000864155	1	1	0008/000864155_01_text.txt	846
000864183_01	000864183	1	1	0008/000864183_01_text.txt	516
000864226_01	000864226	1	2	0008/000864226_01_text.txt	250
000864226_02	000864226	2	2	0008/000864226_02_text.txt	269
000864227_01	000864227	1	1	0008/000864227_01_text.txt	511
000864237_01	000864237	1	1	0008/000864237_01_text.txt	246
000864278_01	000864278	1	1	0008/000864278_01_text.txt	611
000864280_01	000864280	1	1	0008/000864280_01_text.txt	659
000864302_01	000864302	1	1	0008/000864302_01_text.txt	109
000864353_01	000864353	1	1	0008/000864353_01_text.txt	134
000864695_01	000864695	1	1	0008/000864695_01_text.txt	17
000864800_01	000864800	1	1	0008/000864800_01_text.txt	95
000864991_01	000864991	1	1	0008/000864991_01_text.txt	241
000864993_01	000864993	1	1	0008/000864993_01_text.txt	222
000865136_01	000865136	1	1	0008/000865136_01_text.txt	136
000865143_01	000865143	1	1	0008/000865143_01_text.txt	928
000865144_01	000865144	1	1	0008/000865144_01_text.txt	472
000865145_01	000865145	1	1	0008/000865145_01_text.txt	613
000865148_01	000865148	1	1	0008/000865148_01_text.txt	176
000865150_01	000865150	1	1	0008/000865150_01_text.txt	609
000865151_01	000865151	1	2	0008/000865151_01_text.txt	2427
000865151_02	000865151	2	2	0008/000865151_02_text.txt	2585
000865153_01	000865153	1	1	0008/000865153_01_text.txt	3383
000865339_01	000865339	1	1	0008/000865339_01_text.txt	185
000865341_01	000865341	1	1	0008/000865341_01_text.txt	383
000865451_01	000865451	1	1	0008/000865451_01_text.txt	283
000865515_01	000865515	1	1	0008/000865515_01_text.txt	251
000865868_01	000865868	1	1	0008/000865868_01_text.txt	289
000865894_01	000865894	1	1	0008/000865894_01_text.txt	24
000866096_01	000866096	1	1	0008/000866096_01_text.txt	18
000866126_01	000866126	1	2	0008/000866126_01_text.txt	273
000866126_02	000866126	2	2	0008/000866126_02_text.txt	250
000866337_01	000866337	1	1	0008/000866337_01_text.txt	192
000866416_01	000866416	1	1	0008/000866416_01_text.txt	57
000866663_01	000866663	1	1	0008/000866663_01_text.txt	247
000866690_01	000866690	1	1	0008/000866690_01_text.txt	350
000866692_01	000866692	1	1	0008/000866692_01_text.txt	191
000867098_01	000867098	1	1	0008/000867098_01_text.txt	12
000867242_01	000867242	1	1	0008/000867242_01_text.txt	118
000867258_01	000867258	1	3	0008/000867258_01_text.txt	316
000867258_02	000867258	2	3	0008/000867258_02_text.txt	312
000867258_03	000867258	3	3	0008/000867258_03_text.txt	314
000867481_01	000867481	1	1	0008/000867481_01_text.txt	23
000867566_01	000867566	1	1	0008/000867566_01_text.txt	929
000867567_01	000867567	1	1	0008/000867567_01_text.txt	925
000867581_01	000867581	1	1	0008/000867581_01_text.txt	93
000867636_01	000867636	1	1	0008/000867636_01_text.txt	767
000867711_01	000867711	1	1	0008/000867711_01_text.txt	103
000868043_01	000868043	1	1	0008/000868043_01_text.txt	372
000868098_01	000868098	1	1	0008/000868098_01_text.txt	250
000868209_01	000868209	1	3	0008/000868209_01_text.txt	709
000868209_02	000868209	2	3	0008/000868209_02_text.txt	327
000868209_03	000868209	3	3	0008/000868209_03_text.txt	458
000868225_01	000868225	1	1	0008/000868225_01_text.txt	454
000868323_01	000868323	1	1	0008/000868323_01_text.txt	340
000868453_01	000868453	1	1	0008/000868453_01_text.txt	414
000868464_01	000868464	1	1	0008/000868464_01_text.txt	1196
000868467_01	000868467	1	3	0008/000868467_01_text.txt	338
000868467_02	000868467	2	3	0008/000868467_02_text.txt	337
000868467_03	000868467	3	3	0008/000868467_03_text.txt	387
000868479_01	000868479	1	3	0008/000868479_01_text.txt	305
000868479_02	000868479	2	3	0008/000868479_02_text.txt	295
000868479_03	000868479	3	3	0008/000868479_03_text.txt	321
000868685_01	000868685	1	1	0008/000868685_01_text.txt	325
000868861_01	000868861	1	1	0008/000868861_01_text.txt	65
000869450_01	000869450	1	1	0008/000869450_01_text.txt	1646
000870281_01	000870281	1	1	0008/000870281_01_text.txt	13
000870294_01	000870294	1	1	0008/000870294_01_text.txt	116
000870303_01	000870303	1	1	0008/000870303_01_text.txt	1064
000870314_01	000870314	1	1	0008/000870314_01_text.txt	585
000870704_01	000870704	1	1	0008/000870704_01_text.txt	296
000870710_01	000870710	1	1	0008/000870710_01_text.txt	296
000870728_01	000870728	1	3	0008/000870728_01_text.txt	298
000870728_02	000870728	2	3	0008/000870728_02_text.txt	283
000870728_03	000870728	3	3	0008/000870728_03_text.txt	306
000870731_01	000870731	1	1	0008/000870731_01_text.txt	479
000871081_01	000871081	1	1	0008/000871081_01_text.txt	642
000871193_01	000871193	1	1	0008/000871193_01_text.txt	749
000871194_01	000871194	1	1	0008/000871194_01_text.txt	735
000871492_01	000871492	1	1	0008/000871492_01_text.txt	91
000871503_01	000871503	1	1	0008/000871503_01_text.txt	806
000871526_01	000871526	1	1	0008/000871526_01_text.txt	507
000871527_01	000871527	1	1	0008/000871527_01_text.txt	448
000871623_01	000871623	1	1	0008/000871623_01_text.txt	1921
000871624_01	000871624	1	1	0008/000871624_01_text.txt	1927
000871625_01	000871625	1	1	0008/000871625_01_text.txt	2526
000871727_01	000871727	1	1	0008/000871727_01_text.txt	553
000871728_01	000871728	1	1	0008/000871728_01_text.txt	648
000871729_01	000871729	1	1	0008/000871729_01_text.txt	596
000871741_01	000871741	1	2	0008/000871741_01_text.txt	329
000871741_02	000871741	2	2	0008/000871741_02_text.txt	338
000871874_01	000871874	1	1	0008/000871874_01_text.txt	222
000871876_01	000871876	1	1	0008/000871876_01_text.txt	187
000872282_01	000872282	1	1	0008/000872282_01_text.txt	465
000872292_01	000872292	1	1	0008/000872292_01_text.txt	193
000872294_01	000872294	1	2	0008/000872294_01_text.txt	581
000872294_02	000872294	2	2	0008/000872294_02_text.txt	610
000872298_01	000872298	1	1	0008/000872298_01_text.txt	527
000872421_01	000872421	1	1	0008/000872421_01_text.txt	51
000872433_01	000872433	1	1	0008/000872433_01_text.txt	82
000873111_01	000873111	1	1	0008/000873111_01_text.txt	73
000873423_01	000873423	1	1	0008/000873423_01_text.txt	3143
000873588_01	000873588	1	1	0008/000873588_01_text.txt	797
000873779_01	000873779	1	1	0008/000873779_01_text.txt	427
000873947_01	000873947	1	1	0008/000873947_01_text.txt	134
000873966_01	000873966	1	3	0008/000873966_01_text.txt	250
000873966_02	000873966	2	3	0008/000873966_02_text.txt	236
000873966_03	000873966	3	3	0008/000873966_03_text.txt	253
000873967_01	000873967	1	1	0008/000873967_01_text.txt	245
000873971_01	000873971	1	1	0008/000873971_01_text.txt	340
000873972_01	000873972	1	2	0008/000873972_01_text.txt	205
000873972_02	000873972	2	2	0008/000873972_02_text.txt	201
000873973_01	000873973	1	3	0008/000873973_01_text.txt	248
000873973_02	000873973	2	3	0008/000873973_02_text.txt	237
000873973_03	000873973	3	3	0008/000873973_03_text.txt	296
000873974_01	000873974	1	1	0008/000873974_01_text.txt	703
000873975_01	000873975	1	1	0008/000873975_01_text.txt	313
000873978_01	000873978	1	1	0008/000873978_01_text.txt	575
000874021_01	000874021	1	1	0008/000874021_01_text.txt	281
000874068_01	000874068	1	1	0008/000874068_01_text.txt	498
000874082_01	000874082	1	1	0008/000874082_01_text.txt	353
000874088_01	000874088	1	1	0008/000874088_01_text.txt	313
000874093_01	000874093	1	1	0008/000874093_01_text.txt	279
000874098_01	000874098	1	1	0008/000874098_01_text.txt	367
000874104_01	000874104	1	1	0008/000874104_01_text.txt	342
000874107_01	000874107	1	1	0008/000874107_01_text.txt	270
000874108_01	000874108	1	1	0008/000874108_01_text.txt	195
000874112_01	000874112	1	1	0008/000874112_01_text.txt	12
000874160_01	000874160	1	1	0008/000874160_01_text.txt	659
000874210_01	000874210	1	1	0008/000874210_01_text.txt	213
000874211_01	000874211	1	1	0008/000874211_01_text.txt	263
000874273_01	000874273	1	1	0008/000874273_01_text.txt	415
000874293_01	000874293	1	1	0008/000874293_01_text.txt	318
000874580_01	000874580	1	1	0008/000874580_01_text.txt	2513
000874581_01	000874581	1	1	0008/000874581_01_text.txt	145
000874596_01	000874596	1	1	0008/000874596_01_text.txt	226
000874738_01	000874738	1	1	0008/000874738_01_text.txt	364
